asset_id,attribute_count,attribute_count_rarity_score,Clothes_attribute,Clothes_rarity_score,Eyes_attribute,Eyes_rarity_score,Mouth_attribute,Mouth_rarity_score,Fur_attribute,Fur_rarity_score,Background_attribute,Background_rarity_score,Hat_attribute,Hat_rarity_score,Earring_attribute,Earring_rarity_score,overall_rarity_score
19,5,3.937007874015748,,5.302226935312832,Eyepatch,30.030030030030026,Rage,37.59398496240602,Tan,15.974440894568689,Army Green,8.045052292839904,Bayc Hat Black,43.859649122807014,,1.4238929232521713,146.1662850352324
20,6,1.8786398647379297,Bandolier,61.34969325153375,3d,20.53388090349076,Phoneme Vuh,30.030030030030026,Gray,20.161290322580644,Blue,8.051529790660226,Beanie,17.301038062283737,,1.4238929232521713,160.72999514856923
21,5,3.937007874015748,Black Holes T,48.78048780487805,Bored,5.834305717619603,Phoneme  ooo,39.21568627450981,Black,8.136696501220504,Orange,7.855459544383347,,4.432624113475177,,1.4238929232521713,119.6161607533544
22,7,5.310674455655868,Tuxedo Tee,42.5531914893617,Sleepy,13.315579227696405,Bored Unshaven,6.447453255963895,Zombie,33.11258278145695,New Punk Blue,8.116883116883116,S&m Hat,42.5531914893617,Gold Stud,22.779043280182233,174.1885990965619
23,5,3.937007874015748,,5.302226935312832,Bored,5.834305717619603,Bored Pipe,75.75757575757576,Trippy,129.87012987012986,Aquamarine,7.8988941548183265,Beanie,17.301038062283737,,1.4238929232521713,247.32507129500803
24,6,1.8786398647379297,Bayc T Black,46.51162790697675,Hypnotized,45.45454545454546,Dumbfounded,19.801980198019802,Black,8.136696501220504,Aquamarine,7.8988941548183265,Fez,26.525198938992045,,1.4238929232521713,157.631475942563
25,5,3.937007874015748,Guayabera,43.10344827586207,Closed,14.084507042253522,Bored Cigarette,14.084507042253522,Brown,7.2992700729927,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,96.41678713476513
26,6,1.8786398647379297,Stunt Jacket,56.17977528089888,3d,20.53388090349076,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Aquamarine,7.8988941548183265,Stuntman Helmet,63.69426751592357,,1.4238929232521713,173.09030738951716
27,6,1.8786398647379297,Sleeveless T,39.682539682539684,Bored,5.834305717619603,Bored,4.401408450704225,Gray,20.161290322580644,Orange,7.855459544383347,Army Hat,34.013605442176875,,1.4238929232521713,115.25114194799448
28,6,1.8786398647379297,,5.302226935312832,X Eyes,41.1522633744856,Bored Cigarette,14.084507042253522,Tan,15.974440894568689,Purple,7.74593338497289,Bayc Flipped Brim,43.29004329004329,Silver Stud,12.150668286755772,141.57872307313053
29,4,39.37007874015748,,5.302226935312832,Robot,28.57142857142857,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,109.57367522481903
30,5,3.937007874015748,Tuxedo Tee,42.5531914893617,Holographic,66.2251655629139,Bored Unshaven Cigarette,22.831050228310502,Gray,20.161290322580644,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,169.46311666872816
31,7,5.310674455655868,Black Holes T,48.78048780487805,Eyepatch,30.030030030030026,Bored Unshaven,6.447453255963895,Dmt,46.51162790697675,Yellow,7.79423226812159,Party Hat 2,93.45794392523365,Silver Hoop,11.337868480725623,249.67031812758546
32,6,1.8786398647379297,Hip Hop,78.125,Sunglasses,28.409090909090907,Bored,4.401408450704225,Dark Brown,7.396449704142013,Purple,7.74593338497289,Halo,30.8641975308642,,1.4238929232521713,160.24461276776432
33,6,1.8786398647379297,Vietnam Jacket,44.642857142857146,Closed,14.084507042253522,Small Grin,36.76470588235294,Red,21.09704641350211,Purple,7.74593338497289,Girl's Hair Pink,95.23809523809523,,1.4238929232521713,222.87567789202393
34,6,1.8786398647379297,Sleeveless T,39.682539682539684,Sleepy,13.315579227696405,Bored,4.401408450704225,Black,8.136696501220504,Orange,7.855459544383347,Bayc Hat Red,84.03361344537815,,1.4238929232521713,160.72782963991241
35,5,3.937007874015748,Navy Striped Tee,29.940119760479043,3d,20.53388090349076,Jovial,33.78378378378378,Death Bot,57.14285714285714,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,159.24569629201406
36,5,3.937007874015748,Sailor Shirt,35.2112676056338,Bored,5.834305717619603,Bored Unshaven,6.447453255963895,Dark Brown,7.396449704142013,Purple,7.74593338497289,,4.432624113475177,,1.4238929232521713,72.42893457907529
37,7,5.310674455655868,Striped Tee,24.271844660194173,Bored,5.834305717619603,Bored,4.401408450704225,Blue,20.408163265306122,Blue,8.051529790660226,Bowler,38.167938931297705,Silver Hoop,11.337868480725623,117.78373375216354
38,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Closed,14.084507042253522,Bored Cigarette,14.084507042253522,Black,8.136696501220504,Blue,8.051529790660226,,4.432624113475177,Cross,67.11409395973155,147.72271807481147
39,6,1.8786398647379297,Leather Jacket,48.543689320388346,Bloodshot,11.82033096926714,Dumbfounded,19.801980198019802,Gray,20.161290322580644,Aquamarine,7.8988941548183265,Fez,26.525198938992045,,1.4238929232521713,138.0539166920564
40,6,1.8786398647379297,Biker Vest,39.52569169960474,Sad,18.148820326678766,Bored,4.401408450704225,Dark Brown,7.396449704142013,New Punk Blue,8.116883116883116,Spinner Hat,55.24861878453038,,1.4238929232521713,136.14040487053333
41,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Sad,18.148820326678766,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,Purple,7.74593338497289,Sea Captain's Hat,32.89473684210526,,1.4238929232521713,138.64427908087788
42,6,1.8786398647379297,Biker Vest,39.52569169960474,Coins,20.876826722338205,Bored Pizza,200.0,Dark Brown,7.396449704142013,Yellow,7.79423226812159,Baby's Bonnet,63.291139240506325,,1.4238929232521713,342.18687242270295
43,6,1.8786398647379297,Wool Turtleneck,41.666666666666664,Coins,20.876826722338205,Grin,14.025245441795231,Brown,7.2992700729927,Orange,7.855459544383347,,4.432624113475177,Silver Stud,12.150668286755772,110.18540071314503
44,7,5.310674455655868,Tweed Suit,70.92198581560284,Coins,20.876826722338205,Bored Unshaven,6.447453255963895,Gray,20.161290322580644,New Punk Blue,8.116883116883116,Baby's Bonnet,63.291139240506325,Gold Stud,22.779043280182233,217.90529620971313
45,6,1.8786398647379297,Lumberjack Shirt,46.948356807511736,Eyepatch,30.030030030030026,Phoneme Wah,61.34969325153375,Black,8.136696501220504,Orange,7.855459544383347,,4.432624113475177,Silver Stud,12.150668286755772,172.78216839964824
46,6,1.8786398647379297,Bone Necklace,49.26108374384237,Heart,25.38071065989848,Bored,4.401408450704225,Gray,20.161290322580644,Gray,8.547008547008547,Fez,26.525198938992045,,1.4238929232521713,137.5792334510164
47,5,3.937007874015748,,5.302226935312832,3d,20.53388090349076,Bored Cigarette,14.084507042253522,Pink,19.569471624266146,Army Green,8.045052292839904,Sea Captain's Hat,32.89473684210526,,1.4238929232521713,105.79077643753634
48,5,3.937007874015748,Prison Jumpsuit,42.5531914893617,Scumbag,42.918454935622314,Bored Unshaven,6.447453255963895,Red,21.09704641350211,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,130.86120079585334
49,7,5.310674455655868,Bone Tee,43.47826086956522,Bored,5.834305717619603,Bored Unshaven Cigarette,22.831050228310502,Cheetah,24.630541871921185,Purple,7.74593338497289,Fisherman's Hat,28.98550724637681,Silver Stud,12.150668286755772,150.96694206117783
50,6,1.8786398647379297,Sailor Shirt,35.2112676056338,Bored,5.834305717619603,Tongue Out,49.504950495049506,Robot,37.735849056603776,Army Green,8.045052292839904,Seaman's Hat,23.809523809523807,,1.4238929232521713,163.44348176526046
51,6,1.8786398647379297,Lumberjack Shirt,46.948356807511736,Cyborg,92.59259259259258,Bored Unshaven,6.447453255963895,Dark Brown,7.396449704142013,Orange,7.855459544383347,Girl's Hair Short,66.66666666666667,,1.4238929232521713,231.20951135925034
52,6,1.8786398647379297,Work Vest,53.191489361702125,Sleepy,13.315579227696405,Bored,4.401408450704225,Black,8.136696501220504,Army Green,8.045052292839904,King's Crown,129.87012987012986,,1.4238929232521713,220.2628884922831
53,5,3.937007874015748,,5.302226935312832,Wide Eyed,18.214936247723134,Grin,14.025245441795231,Brown,7.2992700729927,Yellow,7.79423226812159,Fez,26.525198938992045,,1.4238929232521713,84.52201070220545
54,5,3.937007874015748,Leather Jacket,48.543689320388346,Sleepy,13.315579227696405,Bored,4.401408450704225,Pink,19.569471624266146,Purple,7.74593338497289,,4.432624113475177,,1.4238929232521713,103.3696069187711
55,7,5.310674455655868,Lumberjack Shirt,46.948356807511736,Sunglasses,28.409090909090907,Grin Multicolored,86.20689655172414,Cheetah,24.630541871921185,New Punk Blue,8.116883116883116,Bunny Ears,51.282051282051285,Gold Stud,22.779043280182233,273.68353827502045
56,6,1.8786398647379297,Guayabera,43.10344827586207,Crazy,24.57002457002457,Dumbfounded,19.801980198019802,Brown,7.2992700729927,Yellow,7.79423226812159,Commie Hat,32.89473684210526,,1.4238929232521713,138.76622501511608
57,7,5.310674455655868,Bayc T Red,71.42857142857143,Sad,18.148820326678766,Phoneme L,41.49377593360996,Dark Brown,7.396449704142013,Army Green,8.045052292839904,Seaman's Hat,23.809523809523807,Silver Stud,12.150668286755772,187.7835362377775
58,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Angry,23.148148148148145,Discomfort,48.07692307692308,Zombie,33.11258278145695,Yellow,7.79423226812159,Commie Hat,32.89473684210526,,1.4238929232521713,178.26927566522417
59,5,3.937007874015748,Navy Striped Tee,29.940119760479043,Wide Eyed,18.214936247723134,Phoneme Wah,61.34969325153375,Red,21.09704641350211,Gray,8.547008547008547,,4.432624113475177,,1.4238929232521713,148.9423291309897
60,5,3.937007874015748,Bayc T Black,46.51162790697675,Scumbag,42.918454935622314,Bored Unshaven Cigar,106.38297872340425,Pink,19.569471624266146,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,233.07495225583088
61,5,3.937007874015748,Bone Tee,43.47826086956522,Eyepatch,30.030030030030026,Bored Cigarette,14.084507042253522,Cream,15.723270440251572,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,121.00848744766175
62,5,3.937007874015748,Tanktop,42.5531914893617,Heart,25.38071065989848,Rage,37.59398496240602,Cream,15.723270440251572,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,138.9435766174792
63,6,1.8786398647379297,Sailor Shirt,35.2112676056338,Sunglasses,28.409090909090907,Grin,14.025245441795231,Zombie,33.11258278145695,Blue,8.051529790660226,Bunny Ears,51.282051282051285,,1.4238929232521713,173.39430059867848
64,7,5.310674455655868,Navy Striped Tee,29.940119760479043,3d,20.53388090349076,Bored,4.401408450704225,Brown,7.2992700729927,Purple,7.74593338497289,Army Hat,34.013605442176875,Gold Hoop,21.645021645021647,130.889914115494
65,5,3.937007874015748,Stunt Jacket,56.17977528089888,Bored,5.834305717619603,Bored Cigarette,14.084507042253522,Blue,20.408163265306122,New Punk Blue,8.116883116883116,,4.432624113475177,,1.4238929232521713,114.41715933370433
66,7,5.310674455655868,Blue Dress,105.26315789473685,Bored,5.834305717619603,Bored Cigarette,14.084507042253522,Pink,19.569471624266146,Army Green,8.045052292839904,Bayc Flipped Brim,43.29004329004329,Cross,67.11409395973155,268.51130627714673
67,5,3.937007874015748,Bayc T Red,71.42857142857143,Sleepy,13.315579227696405,Grin,14.025245441795231,Black,8.136696501220504,Orange,7.855459544383347,,4.432624113475177,,1.4238929232521713,124.55507705441
68,6,1.8786398647379297,Black T,29.940119760479043,Bloodshot,11.82033096926714,Bored Unshaven Cigarette,22.831050228310502,Blue,20.408163265306122,Orange,7.855459544383347,Ww2 Pilot Helm,90.90909090909092,,1.4238929232521713,187.0667474648272
69,5,3.937007874015748,,5.302226935312832,Sad,18.148820326678766,Phoneme  ooo,39.21568627450981,Dark Brown,7.396449704142013,Orange,7.855459544383347,Seaman's Hat,23.809523809523807,,1.4238929232521713,107.0890673918185
70,5,3.937007874015748,Bone Necklace,49.26108374384237,Sunglasses,28.409090909090907,Phoneme  ooo,39.21568627450981,Brown,7.2992700729927,Purple,7.74593338497289,,4.432624113475177,,1.4238929232521713,141.72458929615178
71,6,1.8786398647379297,Stunt Jacket,56.17977528089888,Bloodshot,11.82033096926714,Bored,4.401408450704225,Cheetah,24.630541871921185,Orange,7.855459544383347,Bowler,38.167938931297705,,1.4238929232521713,146.35798783646257
72,7,5.310674455655868,Prison Jumpsuit,42.5531914893617,Bloodshot,11.82033096926714,Bored,4.401408450704225,Blue,20.408163265306122,Yellow,7.79423226812159,Horns,39.682539682539684,Gold Stud,22.779043280182233,154.74958386113855
73,7,5.310674455655868,Work Vest,53.191489361702125,Sad,18.148820326678766,Rage,37.59398496240602,Solid Gold,217.3913043478261,Army Green,8.045052292839904,Bandana Blue,112.35955056179776,Gold Stud,22.779043280182233,474.8199195890887
74,6,1.8786398647379297,Guayabera,43.10344827586207,Angry,23.148148148148145,Phoneme Vuh,30.030030030030026,Death Bot,57.14285714285714,Purple,7.74593338497289,Bowler,38.167938931297705,,1.4238929232521713,202.64088870115805
75,6,1.8786398647379297,Bayc T Red,71.42857142857143,Closed,14.084507042253522,Discomfort,48.07692307692308,Golden Brown,12.853470437017997,Orange,7.855459544383347,S&m Hat,42.5531914893617,,1.4238929232521713,200.15465580650115
76,6,1.8786398647379297,Toga,49.504950495049506,Bored,5.834305717619603,Grin,14.025245441795231,Brown,7.2992700729927,New Punk Blue,8.116883116883116,Fez,26.525198938992045,,1.4238929232521713,114.6083865713223
77,6,1.8786398647379297,Wool Turtleneck,41.666666666666664,Coins,20.876826722338205,Dumbfounded,19.801980198019802,Red,21.09704641350211,Yellow,7.79423226812159,Beanie,17.301038062283737,,1.4238929232521713,131.8403231189222
78,6,1.8786398647379297,Lab Coat,69.44444444444444,3d,20.53388090349076,Grin,14.025245441795231,Black,8.136696501220504,Yellow,7.79423226812159,Fez,26.525198938992045,,1.4238929232521713,149.76223128605469
79,5,3.937007874015748,Lab Coat,69.44444444444444,Bored,5.834305717619603,Bored,4.401408450704225,Dark Brown,7.396449704142013,Army Green,8.045052292839904,,4.432624113475177,,1.4238929232521713,104.91518552049327
80,7,5.310674455655868,Tanktop,42.5531914893617,Sad,18.148820326678766,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,Orange,7.855459544383347,Horns,39.682539682539684,Diamond Stud,45.04504504504504,172.342453872621
81,5,3.937007874015748,Cowboy Shirt,84.03361344537815,Blindfold,37.87878787878788,Discomfort,48.07692307692308,Red,21.09704641350211,Blue,8.051529790660226,,4.432624113475177,,1.4238929232521713,208.93142551599456
82,6,1.8786398647379297,Service,70.4225352112676,Sad,18.148820326678766,Jovial,33.78378378378378,Cream,15.723270440251572,Army Green,8.045052292839904,,4.432624113475177,Silver Hoop,11.337868480725623,163.77259451376037
83,6,1.8786398647379297,Tweed Suit,70.92198581560284,Coins,20.876826722338205,Bored Unshaven,6.447453255963895,Cream,15.723270440251572,Blue,8.051529790660226,Ww2 Pilot Helm,90.90909090909092,,1.4238929232521713,216.23268972189774
84,6,1.8786398647379297,Hawaiian,35.3356890459364,Coins,20.876826722338205,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,New Punk Blue,8.116883116883116,Ww2 Pilot Helm,90.90909090909092,,1.4238929232521713,172.28774591119534
85,6,1.8786398647379297,Admirals Coat,156.25,Bloodshot,11.82033096926714,Grin,14.025245441795231,Tan,15.974440894568689,Blue,8.051529790660226,Bowler,38.167938931297705,,1.4238929232521713,247.59201881557905
86,6,1.8786398647379297,Tuxedo Tee,42.5531914893617,Bored,5.834305717619603,Bored,4.401408450704225,Zombie,33.11258278145695,New Punk Blue,8.116883116883116,,4.432624113475177,Gold Hoop,21.645021645021647,121.97465717926033
87,6,1.8786398647379297,Guayabera,43.10344827586207,Sunglasses,28.409090909090907,Bored Unshaven,6.447453255963895,Cheetah,24.630541871921185,Aquamarine,7.8988941548183265,Bunny Ears,51.282051282051285,,1.4238929232521713,165.07401253769777
88,7,5.310674455655868,Pimp Coat,125.0,Wide Eyed,18.214936247723134,Bored Unshaven,6.447453255963895,Black,8.136696501220504,Blue,8.051529790660226,Horns,39.682539682539684,Gold Hoop,21.645021645021647,232.48885157878493
89,5,3.937007874015748,,5.302226935312832,3d,20.53388090349076,Bored Dagger,204.08163265306123,Black,8.136696501220504,Gray,8.547008547008547,Commie Hat,32.89473684210526,,1.4238929232521713,284.85708317946705
90,7,5.310674455655868,Tweed Suit,70.92198581560284,Hypnotized,45.45454545454546,Grin,14.025245441795231,Golden Brown,12.853470437017997,Army Green,8.045052292839904,Prussian Helmet,76.92307692307692,Silver Hoop,11.337868480725623,244.87191930125985
91,6,1.8786398647379297,Black Holes T,48.78048780487805,Sleepy,13.315579227696405,Bored Cigarette,14.084507042253522,Brown,7.2992700729927,Army Green,8.045052292839904,Beanie,17.301038062283737,,1.4238929232521713,112.12846729093441
92,5,3.937007874015748,,5.302226935312832,Heart,25.38071065989848,Jovial,33.78378378378378,Pink,19.569471624266146,Blue,8.051529790660226,Beanie,17.301038062283737,,1.4238929232521713,114.74966165347313
93,6,1.8786398647379297,Hip Hop,78.125,Bored,5.834305717619603,Bored Unshaven Cigarette,22.831050228310502,White,25.188916876574307,Purple,7.74593338497289,Fez,26.525198938992045,,1.4238929232521713,169.55293793445944
94,6,1.8786398647379297,Black Holes T,48.78048780487805,Closed,14.084507042253522,Bored Unshaven Kazoo,163.93442622950818,Zombie,33.11258278145695,Aquamarine,7.8988941548183265,Beanie,17.301038062283737,,1.4238929232521713,288.41446886318886
95,6,1.8786398647379297,Lumberjack Shirt,46.948356807511736,Scumbag,42.918454935622314,Bored,4.401408450704225,Tan,15.974440894568689,Yellow,7.79423226812159,S&m Hat,42.5531914893617,,1.4238929232521713,163.89261763388035
96,6,1.8786398647379297,Stunt Jacket,56.17977528089888,Sleepy,13.315579227696405,Bored Unshaven Cigarette,22.831050228310502,Robot,37.735849056603776,Yellow,7.79423226812159,Girl's Hair Short,66.66666666666667,,1.4238929232521713,207.8256855162879
97,5,3.937007874015748,,5.302226935312832,Heart,25.38071065989848,Bored,4.401408450704225,Dark Brown,7.396449704142013,Blue,8.051529790660226,Commie Hat,32.89473684210526,,1.4238929232521713,88.78796318009096
98,6,1.8786398647379297,Stunt Jacket,56.17977528089888,Bored,5.834305717619603,Rage,37.59398496240602,Death Bot,57.14285714285714,Gray,8.547008547008547,Spinner Hat,55.24861878453038,,1.4238929232521713,223.84908322331066
99,7,5.310674455655868,Black Holes T,48.78048780487805,Closed,14.084507042253522,Grin,14.025245441795231,Dark Brown,7.396449704142013,Army Green,8.045052292839904,Sushi Chef Headband,53.475935828877,Silver Hoop,11.337868480725623,162.4562210511672
100,5,3.937007874015748,,5.302226935312832,Wide Eyed,18.214936247723134,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Yellow,7.79423226812159,Party Hat 2,93.45794392523365,,1.4238929232521713,151.61119692005465
101,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Eyepatch,30.030030030030026,Bored,4.401408450704225,Gray,20.161290322580644,Army Green,8.045052292839904,Fisherman's Hat,28.98550724637681,,1.4238929232521713,124.86594089100075
102,6,1.8786398647379297,Biker Vest,39.52569169960474,Bored,5.834305717619603,Bored,4.401408450704225,Gray,20.161290322580644,Aquamarine,7.8988941548183265,Irish Boho,44.44444444444444,,1.4238929232521713,125.56856757776207
103,6,1.8786398647379297,Leather Jacket,48.543689320388346,Sleepy,13.315579227696405,Phoneme L,41.49377593360996,Black,8.136696501220504,Purple,7.74593338497289,Short Mohawk,31.446540880503143,,1.4238929232521713,153.98474803638135
104,6,1.8786398647379297,Bayc T Black,46.51162790697675,Holographic,66.2251655629139,Bored Pipe,75.75757575757576,Brown,7.2992700729927,Aquamarine,7.8988941548183265,Laurel Wreath,138.88888888888889,,1.4238929232521713,345.8839551321564
105,7,5.310674455655868,Striped Tee,24.271844660194173,Coins,20.876826722338205,Rage,37.59398496240602,Black,8.136696501220504,Aquamarine,7.8988941548183265,Seaman's Hat,23.809523809523807,Silver Hoop,11.337868480725623,139.23631374688253
106,6,1.8786398647379297,Tuxedo Tee,42.5531914893617,Crazy,24.57002457002457,Bored,4.401408450704225,Cheetah,24.630541871921185,New Punk Blue,8.116883116883116,Bunny Ears,51.282051282051285,,1.4238929232521713,158.8566335689362
107,6,1.8786398647379297,Space Suit,95.23809523809523,Zombie,32.467532467532465,Bored,4.401408450704225,Red,21.09704641350211,Blue,8.051529790660226,Short Mohawk,31.446540880503143,,1.4238929232521713,196.0046860289875
108,6,1.8786398647379297,,5.302226935312832,X Eyes,41.1522633744856,Grin,14.025245441795231,Dark Brown,7.396449704142013,Purple,7.74593338497289,Sea Captain's Hat,32.89473684210526,Gold Stud,22.779043280182233,133.17453882773398
109,6,1.8786398647379297,Bayc T Black,46.51162790697675,Eyepatch,30.030030030030026,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Orange,7.855459544383347,,4.432624113475177,Silver Stud,12.150668286755772,124.34000649275454
110,7,5.310674455655868,Striped Tee,24.271844660194173,Bloodshot,11.82033096926714,Bored Unshaven,6.447453255963895,Tan,15.974440894568689,Yellow,7.79423226812159,Beanie,17.301038062283737,Cross,67.11409395973155,156.03410852578662
111,6,1.8786398647379297,Leather Jacket,48.543689320388346,Angry,23.148148148148145,Bored Unshaven,6.447453255963895,Brown,7.2992700729927,Orange,7.855459544383347,Bayc Flipped Brim,43.29004329004329,,1.4238929232521713,139.88659641990984
112,5,3.937007874015748,,5.302226935312832,X Eyes,41.1522633744856,Bored,4.401408450704225,Cream,15.723270440251572,New Punk Blue,8.116883116883116,Cowboy Hat,28.248587570621467,,1.4238929232521713,108.30554068552672
113,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Zombie,32.467532467532465,Bored,4.401408450704225,Black,8.136696501220504,Gray,8.547008547008547,Horns,39.682539682539684,,1.4238929232521713,126.47783819747455
114,7,5.310674455655868,Bone Tee,43.47826086956522,Holographic,66.2251655629139,Bored Cigarette,14.084507042253522,Dark Brown,7.396449704142013,Yellow,7.79423226812159,Seaman's Hat,23.809523809523807,Silver Hoop,11.337868480725623,179.43668219290154
115,6,1.8786398647379297,Sleeveless T,39.682539682539684,Bloodshot,11.82033096926714,Bored Cigar,82.64462809917356,Cream,15.723270440251572,Purple,7.74593338497289,Bayc Hat Black,43.859649122807014,,1.4238929232521713,204.77888448700196
116,5,3.937007874015748,Sleeveless T,39.682539682539684,Coins,20.876826722338205,Bored Unshaven Cigarette,22.831050228310502,Black,8.136696501220504,Aquamarine,7.8988941548183265,,4.432624113475177,,1.4238929232521713,109.2195321999703
117,6,1.8786398647379297,Navy Striped Tee,29.940119760479043,Cyborg,92.59259259259258,Bored Cigarette,14.084507042253522,Tan,15.974440894568689,Blue,8.051529790660226,Beanie,17.301038062283737,,1.4238929232521713,181.2467609308279
